status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares 
46895347303_10152153513512304,"b'Is it just me, or does that cloud kinda look like a Seasoned Curly Fry? #jackinthebox'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152153511932304/?type=3,2014-06-04 13:39:41,2066,114,69
46895347303_10152151929322304,b'#BreakfastServedAllDay #jackinthebox',b'Breakfast Served All Day',video,https://www.facebook.com/jackinthebox/videos/10152151929322304/,2014-06-03 15:09:22,426,25,46
46895347303_10152144468747304,b'Late night cravings? To the drive-thru! #jackinthebox #OpenLate',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152144222582304/?type=3,2014-05-30 21:13:02,4496,235,553
46895347303_10152140707922304,b'It\xe2\x80\x99s National Hamburger Day. Don\xe2\x80\x99t forget to hug a hamburger with your mouth. #jackinthebox',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152140703042304/?type=3,2014-05-28 19:19:40,3688,153,307
46895347303_10152138262052304,b'There is no time lapse for my breakfast! #BreakfastServedAllDay #jackinthebox ',b'Instagram',video,http://instagram.com/p/ogsOkKoj2L/,2014-05-27 13:54:37,514,30,18
46895347303_10152131989037304,"b'Cut-offs: bad for jeans, worse for breakfast. www.canistillgetbreakfast.com #jackinthebox'",,status,,2014-05-24 11:02:07,275,24,3
46895347303_10152119405652304,"b""It's always breakfast 'o clock at my place. #BreakfastServedAllDay #BreakfastMelts www.canistillgetbreakfast.com""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152119405207304/?type=3,2014-05-17 11:33:01,1906,71,94
46895347303_10152117783567304,b'Is yawning considered cardio? If so I\xe2\x80\x99m getting a heck of a workout during this meeting.',,status,,2014-05-16 12:33:19,977,47,33
46895347303_10152114682677304,b'Your late night munchies are calling. Pick up. #latenightfoodycall',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152114678682304/?type=3,2014-05-14 19:11:21,1987,87,74
46895347303_10152109715482304,b'#YouSnoozeYouWin #BreakfastServedAllDay #BreakfastMelts http://instagram.com/p/n54bN8ojws/',b'Instagram',video,http://instagram.com/p/n54bN8ojws/,2014-05-12 12:02:54,1469,69,13
46895347303_10152103044442304,b'Sometimes you wake up in a room without a clock with a burning question that can only be answered by this website: http://www.canistillgetbreakfast.com/ #CanIStillGetBreakfast',b'Can I Still Get Breakfast?',link,http://www.canistillgetbreakfast.com/,2014-05-09 11:22:08,317,102,17
46895347303_10152093288017304,"b""Time is relative. That's why I serve breakfast all day. #Cosmos #BreakfastServedAllDay""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152093286717304/?type=3,2014-05-04 11:07:32,9383,269,404
46895347303_10152090367962304,"b""You're getting hungry\xe2\x80\xa6very hungry. #JacksMunchieMeal""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152090274777304/?type=3,2014-05-02 19:18:46,2849,132,198
46895347303_10152084330302304,"b""If you're forever hungry for breakfast, I got you covered 'cuz I serve breakfast all day. http://i.imgur.com/leRVDJS.gif?1%3F6377 #ForeverHungry #BreakfastServedAllDay""",b'http://i.imgur.com/leRVDJS.gif?1%3F6377',link,http://i.imgur.com/leRVDJS.gif?1%3F6377,2014-04-29 11:42:17,573,36,18
46895347303_10152076573732304,b'My favorite medium to work in: MouthWateringColors #BaconUltimateCheeseburger #Waterlogue',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152076571207304/?type=3,2014-04-25 12:23:59,2005,55,75
46895347303_10152062066872304,b'Everyday should be #Fryday.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152062066667304/?type=3,2014-04-18 14:10:59,6357,135,237
46895347303_10152058189942304,"b'At Jack in the Box I serve breakfast all day long. Take that, time!'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152058189222304/?type=3,2014-04-16 11:17:31,4797,161,200
46895347303_10152045138187304,b'Sometimes when I\xe2\x80\x99m stuck in traffic I just pretend I\xe2\x80\x99m in the slowest and saddest parade ever.',,status,,2014-04-09 13:11:35,1340,44,104
46895347303_10152041859797304,b'Whoever said \xe2\x80\x9cyou snooze you lose\xe2\x80\x9d didn\xe2\x80\x99t know I serve breakfast all day at Jack in the Box. #YouSnoozeYouWin',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152041839292304/?type=3,2014-04-07 11:33:43,2359,88,73
46895347303_10152033581857304,"b""While Taco Bell + McDonald's fight over who\xe2\x80\x99s king of breakfast before 11AM, I\xe2\x80\x99ll be serving my breakfast all day.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152033580442304/?type=3,2014-04-02 12:43:25,17123,552,544
46895347303_10152031513072304,b'#AprilFools Micro Tacos are not real. That\xe2\x80\x99s just a picture of a giant holding my Monster Taco.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152031512252304/?type=3,2014-04-01 09:30:19,3308,89,195
46895347303_10152031475182304,"b'People thought my Monster Tacos were too big, so I\xe2\x80\x99m coming out with a Micro Taco to suit all your tiny taco needs.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152031474827304/?type=3,2014-04-01 09:00:30,3044,303,340
46895347303_10152023368207304,b'My new Nacho Monster Taco\xe2\x84\xa2 is spicin\xe2\x80\x99 it up with nacho cheese and jalape\xc3\xb1os. It\xe2\x80\x99s exactly as delicious as it sounds.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152023207317304/?type=3,2014-03-27 13:52:30,3772,365,374
46895347303_10152013259057304,b'I took the only two things you like about salad and put them on a Taco. Introducing the new Bacon Ranch Monster Taco\xe2\x84\xa2.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10152013210187304/?type=3,2014-03-21 13:17:47,3155,259,376
46895347303_10152006672052304,"b'""My Leprechaunda DON\'T. WANT. NONE. UNLESS YOU GOT. GREEN. HUN!"" -Sir Mix-a-LO\'Brien'",,status,,2014-03-17 13:48:41,952,42,105
46895347303_10151993628092304,b'Order a breakfast combo at my place and you\xe2\x80\x99ll get hashbrowns. Order it on the Internet and you\xe2\x80\x99ll get #browns.',,status,,2014-03-09 12:01:39,815,67,37
46895347303_10151982201142304,"b'Dear movie stars and seat fillers, you\xe2\x80\x99re invited to the after, after-party at my place. #OscarNight'",,status,,2014-03-02 19:30:33,608,40,12
46895347303_10151975024762304,"b'Wow, Super Mario was waaaaay ahead of the BitCoin trend.'",,status,,2014-02-26 19:32:28,995,47,54
46895347303_10151967596637304,b'Little known fact: I was a back-up to the U.S. Curling Team. (I\xe2\x80\x99ve got years of fry-curling experience).',,status,,2014-02-22 18:07:29,682,40,22
46895347303_10151955085732304,"b'RoboCop vs. RoboJack. Who do you think would win? Keep in mind, RoboJack has an automatic ketchup dispenser.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151955085112304/?type=3,2014-02-15 16:35:15,6357,316,653
46895347303_10151953534422304,"b'Remember guys, a Snapchat is NOT an appropriate Valentine\xe2\x80\x99s Day card.'",,status,,2014-02-14 19:29:58,874,32,39
46895347303_10151951092647304,"b'Worst candy heart message?\nA. ""I tolerate you.""\nB. ""Shhh. My show\'s on.""\nC. ""Meh.""\nD. ""We need to talk.""'",,status,,2014-02-13 15:49:27,739,231,117
46895347303_10151944088102304,b'5 out of 5 doctors recommend Curly Fries to cure Real Ice Cream Shake headaches.',,status,,2014-02-09 17:46:00,1424,50,54
46895347303_10151905115202304,"b""Kickin' back with a Jumbo Jack\xc2\xae.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151905115087304/?type=3,2014-01-19 14:00:50,3490,151,203
46895347303_10151894469762304,"b'IF CAPS LOCK IS THE SHOUTING OF TYPING, WHAT\xe2\x80\x99S THE WHISPERING OF TYPING?'",,status,,2014-01-13 15:55:16,1938,352,128
46895347303_10151885450512304,"b""What's your favorite dinosaur: The Burgersaurus Rex or the Tacodactyl?""",,status,,2014-01-08 18:51:14,1111,241,56
46895347303_10151878207182304,b'Just wanted to let everyone know that tonight\xe2\x80\x99s Procrastinators Club meeting has been postponed\xe2\x80\xa6 again.',,status,,2014-01-04 17:37:44,4819,176,432
46895347303_10151870091977304,b'Happy New Year!',b'Mobile Uploads',photo,https://www.facebook.com/jackinthebox/photos/a.10151870091972304.1073741825.46895347303/10151870091252304/?type=3,2013-12-31 20:06:02,10995,273,1402
46895347303_10151863690622304,"b'Nog, nog. Who\xe2\x80\x99s there? My delicious Egg Nog Shake.'",,status,,2013-12-28 14:20:48,1820,98,54
46895347303_10151858568332304,"b'The weather outside is frightful, but Curly Fries are so delightful. http://instagram.com/p/iXl8Xloj6M/'",b'Instagram',link,http://instagram.com/p/iXl8Xloj6M/,2013-12-25 21:50:58,984,68,20
46895347303_10151856024652304,"b'When it comes to getting on Santa\xe2\x80\x99s Nice List, I bring my A-game.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151856023752304/?type=3,2013-12-24 19:53:36,3128,92,158
46895347303_10151853820972304,b'Best Holiday Rapper Name?\na. Dr. Dreidel\nb. Elf-inem\nc. Ludakris Kringle \nd. Missy Mistletoe Elliot\ne. Lil\xe2\x80\x99 Drummer Wayne',,status,,2013-12-23 16:32:26,1572,563,210
46895347303_10151852278097304,b'I stuff Jalape\xc3\xb1os with cheese so you can stuff them in stockings. #GiftIdeas',,status,,2013-12-22 19:20:32,1451,60,33
46895347303_10151850664317304,b'I have a great idea for a fourth Hunger Games novel. I\xe2\x80\x99m calling it \xe2\x80\x9cHunger Games: Parking at the Mall During the Holidays.\xe2\x80\x9d',,status,,2013-12-21 20:28:08,2558,47,144
46895347303_10151845142997304,"b""I'm having a mid-lunch crisis. I have no idea what to order. Too many choices.""",,status,,2013-12-18 14:25:25,1599,221,22
46895347303_10151840272752304,"b'Click here and I\xe2\x80\x99ll do my best Burt Reynolds on your desktop. Trust me, it\xe2\x80\x99s still funny even if you don\xe2\x80\x99t know who that is: www.jackinthebox.com/wallpaper'",,status,,2013-12-15 18:30:46,720,43,44
46895347303_10151832763827304,b'You call it graffiti. I call it graf-eaty. #JacksMunchieMeal #MunchieMeal http://instagram.com/p/hzTa_Toj__/',b'Instagram',link,http://instagram.com/p/hzTa_Toj__/,2013-12-11 19:37:28,414,32,6
46895347303_10151829098752304,"b'Suddenly less enthusiastic about my plan to open a Jack in the Box in space. Thanks a lot, Gravity.'",,status,,2013-12-09 19:01:11,2092,287,42
46895347303_10151821145847304,b'People say nothing good happens after 9pm. I say... #JacksMunchieMeal',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151821145812304/?type=3,2013-12-05 19:57:05,2826,136,212
46895347303_10151812680247304,"b'Yeah, I put a grilled cheese on top of a cheeseburger. #DealWithIt #JacksMunchieMeal #StackedGrilledCheeseburger http://ow.ly/rlcju'",b'Gif - Deal With It',link,http://ow.ly/rlcju,2013-12-01 17:31:16,655,68,27
46895347303_10151806560887304,"b'Whenever I hear a song I like on Thanksgiving I\xe2\x80\x99m all like, \xe2\x80\x9cThis is my Yam!\xe2\x80\x9d'",,status,,2013-11-28 15:29:39,2429,71,144
46895347303_10151802982837304,b'When I got the idea to put Mozzarella Sticks on a chicken sammy: http://ow.ly/rdv3W #ExplodingCheesyChickenSandwich #JacksMunchieMeal',b'Gif - Mind Blown',link,http://ow.ly/rdv3W,2013-11-26 20:12:38,552,39,20
46895347303_10151798639647304,b'Just realized that my wife Cricket and my celebrity couple name would be Jacket. Or Crack. Think we\xe2\x80\x99ll just stick with Mr. and Mrs. Box.',,status,,2013-11-24 19:11:44,1719,87,59
46895347303_10151794221392304,"b'Oh, you did a juice cleanse?'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151794221342304/?type=3,2013-11-22 20:31:37,3324,129,282
46895347303_10151789694467304,"b'To the guy I saw in traffic who trimmed his nose hairs while making a lane change: http://ow.ly/r1T8d. Well played, man.'",b'Gif - Slow Clap',link,http://ow.ly/r1T8d,2013-11-20 18:26:59,567,55,21
46895347303_10151787344897304,"b""Sometimes I get the munchies. And sometimes I get the brunchies. After 9pm, get my Brunch Burger in Jack's Munchie Meal\xe2\x84\xa2. It comes with 2 Tacos, Halfsie fries, and a drink for just $6 plus tax.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151787344872304/?type=3,2013-11-19 19:35:36,17625,807,824
46895347303_10151777905387304,b'#JacksMunchieMeal is so tasty it might eat itself. #jackinthebox http://instagram.com/p/gwZfMTIj_a/',b'Instagram Video - Munchie Magic',video,http://instagram.com/p/gwZfMTIj_a/,2013-11-15 20:01:00,381,32,25
46895347303_10151765216077304,b'Awaken rhymes with bacon. And that is NOT a coincidence. #WordsThatRhymeWithBacon #Breakfast',,status,,2013-11-09 13:10:14,1169,96,68
46895347303_10151756646682304,b'Munchie rhymes with selfie. #JacksMunchieMeal #selfie #jackinthebox http://instagram.com/p/gZKRQZIjzG/',b'Instagram Video - Selfie Munchie',video,http://instagram.com/p/gZKRQZIjzG/,2013-11-06 19:26:44,409,35,24
46895347303_10151751631197304,"b'When the moon hits your eye like a big curly fry, that\xe2\x80\x99s the munchies. After 9pm you can cure \xe2\x80\x98em with my Loaded Nuggets in #JacksMunchieMeal. Just $6 plus tax.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151751631132304/?type=3,2013-11-04 19:39:40,42581,1684,1736
46895347303_10151749571272304,"b""My dad named me after his favorite cheese. I'm just glad it wasn't Munster...nobody wants to eat at a place called Munster in the Box.""",,status,,2013-11-03 19:23:00,3360,143,104
46895347303_10151741189222304,"b""My Monster Taco\xe2\x84\xa2 is back and it's scary delicious. #CountTacula""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151741189107304/?type=3,2013-10-31 12:58:49,2272,130,132
46895347303_10151734523252304,b'Make your munchies wait till 9pm. #JacksMunchieMeal #jackinthebox http://instagram.com/p/gB2G2Hoj7q/',b'Instagram Video - Yay',link,http://instagram.com/p/gB2G2Hoj7q/,2013-10-28 18:11:37,1231,86,28
46895347303_10151732564502304,b'Thinking about starting an online dating site for old hip hop artists called BoneThugs-N-eHarmony.com.',,status,,2013-10-27 19:10:20,3330,135,257
46895347303_10151728586957304,"b""My Exploding Cheesy Chicken Sandwich is the 80's action film of sandwiches: Cheesy & Explosive. It\xe2\x80\x99s a chicken sandwich with mozzarella cheese sticks and gooey white cheese sauce. Get it in #JacksMunchieMeal with Halfsie fries, 2 Tacos and a drink for just $6 plus tax.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151728586782304/?type=3,2013-10-25 19:50:11,7737,556,703
46895347303_10151724919027304,b'Chromeo on stage. Diplo up next. #NoCurfew #PastMyBedTime #SleepIsOverrated',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151724918992304/?type=3,2013-10-24 01:02:14,646,23,19
46895347303_10151707562537304,"b'#JacksMunchieMeal has 2 Tacos, Halfsie fries and a drink for just $6 + tax. Get it with my new Stacked Grilled Cheese Burger. It\xe2\x80\x99s a sourdough grilled cheese stacked on top of a tasty cheeseburger. Tuck into this cheesy bunk bed tonight.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151707562502304/?type=3,2013-10-14 18:52:17,26620,1731,2110
46895347303_10151698717072304,"b'Go to www.Axs.com/NoCurfew for a chance to see Diplo & Chromeo on 10/23. Sleep is overrated, fun is not. (No purchase necessary. See complete rules.)'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151698717022304/?type=3,2013-10-09 15:30:58,5013,155,95
46895347303_10200573146035726,b'Got the late night munchies? Jack\xe2\x80\x99s Munchie Meal\xe2\x84\xa2 is the perfect cure. Afraid of becoming a werewolf? You\xe2\x80\x99re on your own. At participating restaurants. http://youtu.be/NYwZfWcokyI',"b""Clock - Jack's Munchie Meal\xe2\x84\xa2 - Jack in the Box\xc2\xae Commercial""",link,https://youtu.be/NYwZfWcokyI,2013-10-07 18:43:46,473,68,56
46895347303_10151690188327304,"b""It's National Taco Day! Grab Jack's Munchie Meal\xe2\x84\xa2 and get weird! #SpinTheTaco""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151690188302304/?type=3,2013-10-04 18:46:27,1593,81,133
46895347303_10151688569537304,"b'Hunger has no curfew. On 10/23, neither do Diplo or Chromeo. Check out www.Axs.com/NoCurfew for more info.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151688569512304/?type=3,2013-10-03 19:24:34,391,12,18
46895347303_10151686962427304,b'Autocorrect fail. http://instagram.com/p/e--s3poj-l/',"b""@jackinthebox's photo on Instagram""",link,http://instagram.com/p/e--s3poj-l/,2013-10-02 18:57:01,151,13,9
46895347303_10151685310477304,"b""What's Jack\xe2\x80\x99s Munchie Meal\xe2\x84\xa2? It's all the stuff you crave late-night. How do you get one? Watch this to find out. At participating restaurants. http://youtu.be/SNR-Rlka_z8""","b""Fly - Jack's Munchie Meal\xe2\x84\xa2 - Jack in the Box\xc2\xae Commercial""",link,https://youtu.be/SNR-Rlka_z8,2013-10-01 18:46:18,2113,197,225
46895347303_10151676963282304,"b""What's in the box!?! #JacksMunchieMeal""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151676963262304/?type=3,2013-09-26 19:44:45,9187,591,495
46895347303_10151676217647304,,"b""Jack in the Box's cover photo""",photo,https://www.facebook.com/jackinthebox/photos/a.10150631608197304.388514.46895347303/10151676217182304/?type=3,2013-09-26 13:06:33,569,79,74
46895347303_10151674591667304,"b""Upgrading everyone's computer in the office today to Mac tacOS.""",,status,,2013-09-25 13:40:51,1907,97,70
46895347303_10151671436057304,"b'Every time you share your Seasoned Curly Fries with someone, an angel gets a Jumbo Jack.'",,status,,2013-09-23 16:45:59,2680,126,178
46895347303_10151666256987304,b'Broiler Alert: I will be broiling something later. #FYI',,status,,2013-09-20 19:50:34,891,55,16
46895347303_10151660844842304,"b""Today is National Cheeseburger Day. But at my place, what day isn't?""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151660844807304/?type=3,2013-09-18 13:33:29,5312,239,478
46895347303_10151652667917304,"b'Check it out, a Jactus!'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151652667812304/?type=3,2013-09-14 13:31:41,4314,129,596
46895347303_10151651490422304,"b'The song Blurred Lines is about rules of ordering breakfast for dinner, right?'",,status,,2013-09-13 18:20:41,1693,75,62
46895347303_10151645860917304,b'How do I eat thee? Let me count the ways. 101 ways to #GoBigJack with my #ReallyBigChickenCombos. Check it out: http://www.jackinthebox.com/promotions/go-big#99',,status,,2013-09-12 13:30:00,393,34,13
46895347303_10151642721402304,"b'I\xe2\x80\x99m working on a new show where I cure my own bacon and sell it out of\nan RV in the desert. I call it ""Bacon Bad.""'",,status,,2013-09-08 20:15:56,3341,146,417
46895347303_10151641943112304,"b'While you were working on your #FantasyFootball team, I was working on my Fantasy #FrenchFry team. I made it 50% curly 50% original.'",,status,,2013-09-08 12:19:37,987,58,19
46895347303_10151638809912304,"b""Destroying cities and sandwiches. That's what #Jackzilla does.""",b'Jackzilla',link,http://giphy.com/gifs/JhAN7H0yXtPSo,2013-09-06 15:11:55,357,25,35
46895347303_10151627095892304,b'Thinking about learning to play a new instrument. Should it be the Snacksophone or the Pickle-o?',,status,,2013-08-31 13:20:33,1102,157,34
46895347303_10151622497017304,"b'Forget cup-holders, can someone please put Taco-holders in my car?'",,status,,2013-08-28 13:35:42,4077,247,292
46895347303_10151615614232304,b'I give you #Foodagami.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151615614167304/?type=3,2013-08-24 13:41:10,1719,66,98
46895347303_10151612163402304,b'Name suggestions for SyFyTV\xe2\x80\x99s Sharknado sequel: Sharkacaine or\nSharkly Cloudy With A Chance Of Rain. Maybe don\xe2\x80\x99t go with that last one.',,status,,2013-08-22 15:31:21,384,144,19
46895347303_10151604488627304,"b'You can take the words right out of my mouth, but if you try to take the\nTacos we\xe2\x80\x99re gonna have a problem. #WordsToLiveBy'",,status,,2013-08-18 13:30:23,1310,79,137
46895347303_10151597205132304,b'Awesome! The only thing I would change is the name. How bout The Leaning Tower of Meatsa or Jack and the Burgerstalk? http://youtu.be/uXQC51MYPdI',"b'World\'s Most Expensive Fast Food Burger | ""Vigenuple (20) Jumbo Jack""...'",video,https://youtu.be/uXQC51MYPdI,2013-08-14 12:12:58,214,49,87
46895347303_10151584693887304,b'Bet you wish you could get inside my head. Check out this GIF and you can. Spoiler: It involves waffles. #BigWaffleStack http://www.jackinthebox.com/promotions/waffle-stack#bubble',,status,,2013-08-07 13:04:15,208,23,12
46895347303_10151580086252304,b'Nothing says \xe2\x80\x9cHappy #FriendshipDay\xe2\x80\x9d like sharing #Tacos with your #bestie.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151580086217304/?type=3,2013-08-04 20:52:12,2229,191,497
46895347303_10151575901882304,b'The real mystery about #Bigfoot is why they don\xe2\x80\x99t call him Bigfeet.',,status,,2013-08-02 22:20:33,1205,58,72
46895347303_10151571884652304,b'65 days \xe2\x80\x98til #NationalTacoDay. Let the #countdown begin.',,status,,2013-07-31 12:21:01,1017,75,106
46895347303_10151566753952304,b'My dermatologist says my complexion is so fair I\xe2\x80\x99m gonna have to start wearing moonscreen.',,status,,2013-07-28 19:39:55,1001,37,58
46895347303_10151562845912304,b'I dress according to mood. Which makes it odd that I still don\xe2\x80\x99t own a pair of #bacon jeans yet.',,status,,2013-07-26 12:35:43,712,37,47
46895347303_10151559498922304,b'In an alternate universe there is a hit show called Sad Men where the main character sucks at advertising and can\xe2\x80\x99t get a date. #madmen',,status,,2013-07-24 16:35:41,500,23,27
46895347303_10151554172482304,"b'#July is National Ice Cream month, but every day is #RealIceCreamShake day at Jack in the Box.'",,status,,2013-07-21 13:11:38,553,37,15
46895347303_10151550838857304,"b'#LiesThatAlwaysWork Wait, whaaaaat? I don\xe2\x80\x99t have any missed calls on my phone. So weird!'",,status,,2013-07-19 12:11:21,463,26,12
46895347303_10151550836217304,"b'#LiesThatAlwaysWork No, YOU\xe2\x80\x99RE the best.'",,status,,2013-07-19 12:09:01,282,10,7
46895347303_10151546634507304,"b'If I hadn\xe2\x80\x99t become a hamburger mogul, I woulda gone to law school in hopes of becoming the judge of a food court.'",,status,,2013-07-16 16:31:55,1009,54,23
46895347303_10151543463337304,b'Favorite Combination Animal?: \nA.) Jack-a-lope\nB.) Lyger\nC.) Llamacorn\nD.) Giraffeagle',,status,,2013-07-14 16:58:37,346,370,26
46895347303_10151538636322304,"b""What's the worst thing you've accidentally texted someone? And by worst I mean best.""",,status,,2013-07-11 16:05:32,412,128,18
46895347303_10151535521297304,b'How could I not be on a social network responsible for so many pictures of food? Follow me on #Instagram here: http://instagram.com/jackinthebox.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151535521252304/?type=3,2013-07-09 17:25:25,5313,121,92
46895347303_10151535229087304,,"b""Jack in the Box's cover photo""",photo,https://www.facebook.com/jackinthebox/photos/a.10150631608197304.388514.46895347303/10151535229027304/?type=3,2013-07-09 15:06:25,222,8,3
46895347303_10151531751752304,b'I spent all morning trying to find out how to get my face on a postage stamp and then I realized no one uses those anymore. Oh well.',,status,,2013-07-07 16:13:27,1087,111,20
46895347303_10151528628097304,"b'I live by a series of strict guidelines and one of them is that I only eat bacon on days that end in \xe2\x80\x9cy\xe2\x80\x9d. Gotta set limits, folks.'",,status,,2013-07-05 16:28:51,1046,46,106
46895347303_10151521961862304,b'Buy one #JacksBigStack get one free. Seeing double\xe2\x80\x99s never been so delicious. Offer expires 7/3. Click here for your coupon: http://www.jackinthebox.com/promotions/jacks-big-stack',b'Jack in the Box | Promotions',link,http://www.jackinthebox.com/promotions/jacks-big-stack,2013-07-01 11:34:00,57,12,18
46895347303_10151520972077304,"b'If the Phoenix Visitors Bureau is looking for a new marketing slogan, I just thought of one: \xe2\x80\x9cForget Phonics, I\xe2\x80\x99m hooked on Phoenix!\xe2\x80\x9d You\xe2\x80\x99re welcome.'",,status,,2013-06-30 18:10:57,927,51,36
46895347303_10151509023097304,"b'I find it\xe2\x80\x99s best not to be a naysayer. Unless you\xe2\x80\x99re a horse, in which case you don\xe2\x80\x99t have a lot of other choices.'",,status,,2013-06-23 18:39:32,1048,49,88
46895347303_10151505492032304,"b'If I were going to create my own line of kitchenware, I\xe2\x80\x99d call it JackPots and Pans. Take that Guy Fieri.'",,status,,2013-06-21 16:12:37,1163,67,29
46895347303_10151499649552304,"b'Craving an oat-load of flavor? Look no further than my Blueberry Muffin Oatmeal. And to sweeten the deal, you\xe2\x80\x99ll get a FREE regular coffee with your purchase. Click here for a coupon: http://po.st/gcThJi. Expires 6/30.'",b'Jack In The Box | Coupons',link,http://www.jackinthebox.com/coupons/blueberry-muffin-oatmeal,2013-06-18 11:52:28,94,19,3
46895347303_10151495544167304,"b""I get my mom flowers for Mother's Day. This is what I get my dad. #fathersday""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10151495544157304/?type=3,2013-06-16 12:25:43,3664,132,604
46895347303_10151486498067304,"b'It\xe2\x80\x99s like they say, variety is the Jack\xe2\x80\x99s Spicy Chicken\xc2\xae of life. #FoodWisdom'",,status,,2013-06-11 12:05:42,321,25,4
46895347303_10151483703322304,"b'I walked into CVS to get cough drops. I left with a toy corvette, a white hat with San Diego embroidered on it, and a pack of those sponge animals that expand in water.'",,status,,2013-06-09 16:35:40,2305,133,66
46895347303_10151480630047304,b'I just realized the word pizzazz has the word pizza in it. And now I\xe2\x80\x99m hungry.',,status,,2013-06-07 15:34:59,1168,94,46
46895347303_10151472676402304,"b'Why did they decide on the name Susan when they named the Lazy Susan? If you ask me, there are a lot more lazy Lisa\xe2\x80\x99s out there.'",,status,,2013-06-02 15:03:50,1079,135,133
46895347303_10151469420602304,"b'Give a man bacon, and he eats for a day. Teach a man to bacon, and he\xe2\x80\x99ll have no clue what you\xe2\x80\x99re talking about. #foodwisdom'",,status,,2013-05-31 14:31:19,2150,66,331
46895347303_10151464664032304,"b'There\xe2\x80\x99s no such thing as a free lunch. But at my place, you can get two Tacos for $0.99, which is pretty darn close.'",,status,,2013-05-28 14:10:49,2334,227,75
46895347303_10151453799487304,"b'I believe I can fly, and now I have proof thanks to the Silent Electric Flyers of San Diego. Check it out: http://bit.ly/jackflying.'",b'Jack in the Box Flying at Mission Bay (SEFSD) by Otto Dieffenbach',video,https://www.youtube.com/watch?v=mEctpriPJSI,2013-05-21 15:13:11,216,23,42
